Survived,Pclass,Sex,Age,SibSp,Parch,Fare,FamilySize,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royalty
0,3,0,-0.5657364610748746,1,0,-0.5024451714361923,1,0,1,0,1,0,0,0
1,1,1,0.6638610320657843,1,0,0.7868452935884461,1,0,0,0,0,1,0,0
1,3,1,-0.2583370877897099,0,0,-0.4888542575852486,0,0,1,1,0,0,0,0
1,1,1,0.4333115021019107,1,0,0.4207302360686478,1,0,1,0,0,1,0,0
0,3,0,0.4333115021019107,0,0,-0.4863374216869257,0,0,1,0,1,0,0,0
0,3,0,-0.10463740114712752,0,0,-0.47811642890864375,0,1,0,0,1,0,0,0
0,1,0,1.893458525206443,0,0,0.395813560675251,0,0,1,0,1,0,0,0
0,3,0,-2.1027333275006983,3,1,-0.22408312108167944,4,0,1,0,0,0,0,0
1,3,1,-0.1814872444684187,0,2,-0.4242561406845337,2,0,1,0,0,1,0,0
1,2,1,-1.180535207645204,1,0,-0.04295550208861426,1,0,0,0,0,1,0,0
1,3,1,-1.949033640858116,1,1,-0.312172377522981,2,0,1,1,0,0,0,0
1,1,1,2.200857898491608,0,0,-0.11384570873513637,0,0,1,1,0,0,0,0
0,3,0,-0.719436147717457,0,0,-0.4863374216869257,0,0,1,0,1,0,0,0
0,3,0,0.7407108753870755,1,5,-0.01870931177853076,6,0,1,0,1,0,0,0
0,3,1,-1.180535207645204,0,0,-0.4902797934380587,0,0,1,1,0,0,0,0
1,2,1,1.9703083685277343,0,0,-0.3262666585535892,0,0,1,0,0,1,0,0
0,3,0,-2.1027333275006983,4,1,-0.06199888922968463,5,1,0,0,0,0,0,0
1,2,0,-0.10463740114712752,0,0,-0.3866707201133388,0,0,1,0,1,0,0,0
0,3,1,0.12591212881674602,1,0,-0.2859972841804228,1,0,1,0,0,1,0,0
1,3,1,-0.10463740114712752,0,0,-0.5029485386158568,0,0,0,0,0,1,0,0
0,2,0,0.4333115021019107,0,0,-0.12491978668775715,0,0,1,0,1,0,0,0
1,2,0,0.35646165878061953,0,0,-0.3866707201133388,0,0,1,0,1,0,0,0
1,3,1,-1.1036853643239128,0,0,-0.4867562231804066,0,1,0,1,0,0,0,0
1,1,0,-0.10463740114712752,0,0,0.06635974158478332,0,0,1,0,1,0,0,0
0,3,1,-1.6416342675729512,3,1,-0.22408312108167944,4,0,1,1,0,0,0,0
1,3,1,0.6638610320657843,1,5,-0.016444159470040135,6,0,1,0,0,1,0,0
0,3,0,-0.10463740114712752,0,0,-0.5029485386158568,0,0,0,0,1,0,0,0
0,1,0,-0.7962859910387481,3,2,4.647001076532463,5,0,1,0,1,0,0,0
1,3,1,-0.10463740114712752,0,0,-0.48977642625839407,0,1,0,1,0,0,0,0
0,3,0,-0.10463740114712752,0,0,-0.4894421904510968,0,0,1,0,1,0,0,0
0,1,0,0.8175607187083667,0,0,-0.09027201697708476,0,0,0,0,0,0,0,1
1,1,1,-0.10463740114712752,1,0,2.301728820789,1,0,0,0,0,1,0,0
1,3,1,-0.10463740114712752,0,0,-0.49237782784290063,0,1,0,1,0,0,0,0
0,2,0,2.8156566450619374,0,0,-0.43700743807979686,0,0,1,0,1,0,0,0
0,1,0,-0.10463740114712752,1,0,1.0060617003323709,1,0,0,0,1,0,0,0
0,1,0,0.9712604053509489,1,0,0.39858208016340624,1,0,1,0,1,0,0,0
1,3,0,-0.10463740114712752,0,0,-0.5028639729296732,0,0,0,0,1,0,0,0
0,3,0,-0.6425863043961658,0,0,-0.4863374216869257,0,0,1,0,1,0,0,0
0,3,1,-0.8731358343600393,2,0,-0.2859972841804228,2,0,1,1,0,0,0,0
1,3,1,-1.180535207645204,1,0,-0.42207354059350805,1,0,0,1,0,0,0,0
0,3,1,0.8175607187083667,1,0,-0.4576454924460446,1,0,1,0,0,1,0,0
0,2,1,-0.1814872444684187,1,0,-0.22559322262067316,1,0,1,0,0,1,0,0
0,3,0,-0.10463740114712752,0,0,-0.4894421904510968,0,0,0,0,1,0,0,0
1,2,1,-2.025883484179407,1,2,0.18876253192945994,3,0,0,1,0,0,0,0
1,3,1,-0.7962859910387481,0,0,-0.48977642625839407,0,1,0,1,0,0,0,0
0,3,0,-0.10463740114712752,0,0,-0.4863374216869257,0,0,1,0,1,0,0,0
0,3,0,-0.10463740114712752,1,0,-0.3363340021468808,1,1,0,0,1,0,0,0
1,3,1,-0.10463740114712752,0,0,-0.49237782784290063,0,1,0,1,0,0,0,0
0,3,0,-0.10463740114712752,2,0,-0.21191774308354583,2,0,0,0,1,0,0,0
0,3,1,-0.8731358343600393,1,0,-0.29002422161773944,1,0,1,0,0,1,0,0
0,3,0,-1.7184841108942424,4,1,0.1506737441786005,5,0,1,0,0,0,0,0
0,3,0,-0.6425863043961658,0,0,-0.4913710934835715,0,0,1,0,1,0,0,0
1,1,1,1.5092093085999871,1,0,0.8964967865378598,1,0,0,0,0,1,0,0
1,2,1,-0.027787557825836348,1,0,-0.12491978668775715,1,0,1,0,0,1,0,0
0,1,0,2.738806801740646,0,1,0.5995101505357573,1,0,0,0,1,0,0,0
1,1,0,-0.10463740114712752,0,0,0.06635974158478332,0,0,1,0,1,0,0,0
1,2,1,-0.6425863043961658,0,0,-0.43700743807979686,0,0,1,1,0,0,0,0
0,3,0,-0.06621247948648194,0,0,-0.5028639729296732,0,0,0,0,1,0,0,0
1,2,1,-1.8721837975368247,1,2,-0.08968408411123653,3,0,1,1,0,0,0,0
0,3,0,-1.4110847376090776,5,2,0.2958951755118318,7,0,1,0,0,0,0,0
0,3,0,-0.5657364610748746,0,0,-0.5028639729296732,0,0,0,0,1,0,0,0
1,1,1,0.6638610320657843,0,0,0.962353321387736,0,0,1,1,0,0,0,0
0,1,0,1.2018099353148226,1,0,1.0323213593611125,1,0,1,0,1,0,0,0
0,3,0,-1.949033640858116,3,2,-0.08666388103324908,5,0,1,0,0,0,0,0
0,1,0,-0.10463740114712752,0,0,-0.09027201697708476,0,0,0,0,1,0,0,0
1,3,0,-0.10463740114712752,1,1,-0.3414522396297103,2,0,0,0,0,0,0,0
1,2,1,-0.027787557825836348,0,0,-0.43700743807979686,0,0,1,0,0,1,0,0
0,3,0,-0.7962859910387481,0,0,-0.4841568350646187,0,0,1,0,1,0,0,0
1,3,1,-0.9499856776813305,4,2,-0.4888542575852486,6,0,1,1,0,0,0,0
0,3,0,-0.2583370877897099,2,0,-0.47400492578514347,2,0,1,0,1,0,0,0
0,2,0,0.20276197213803718,0,0,-0.43700743807979686,0,0,1,0,1,0,0,0
0,3,1,-1.0268355210026217,5,2,0.2958951755118318,7,0,1,1,0,0,0,0
0,2,0,-0.6425863043961658,0,0,0.8314778546749452,0,0,1,0,1,0,0,0
0,3,0,-0.2583370877897099,1,0,-0.3573908580066095,1,0,0,0,1,0,0,0
1,3,0,0.20276197213803718,0,0,0.48910360681684706,0,0,1,0,1,0,0,0
0,3,0,-0.33518693111100106,0,0,-0.494391296561559,0,0,1,0,1,0,0,0
0,3,0,-0.10463740114712752,0,0,-0.4894421904510968,0,0,1,0,1,0,0,0
0,3,0,-0.10463740114712752,0,0,-0.4863374216869257,0,0,1,0,1,0,0,0
1,2,0,-2.192647644186609,0,2,-0.06451572512800753,2,0,1,0,0,0,0,0
1,3,1,0.04906228549545483,0,0,-0.397241430886295,0,0,1,1,0,0,0,0
0,3,0,-0.5657364610748746,0,0,-0.46720946885967163,0,0,1,0,1,0,0,0
1,3,0,-0.027787557825836348,0,0,-0.45714212526638004,0,0,1,0,1,0,0,0
1,3,1,-0.10463740114712752,0,0,-0.49162277707340374,0,1,0,1,0,0,0,0
0,1,0,-0.10463740114712752,0,0,0.29992211294914856,0,0,1,0,1,0,0,0
1,2,1,-0.9499856776813305,0,0,-0.43700743807979686,0,0,1,1,0,0,0,0
1,3,1,0.27961181545932834,3,0,-0.32928686163157667,3,0,1,0,0,1,0,0
0,3,0,-1.0268355210026217,1,3,0.04370821849987721,4,0,1,0,1,0,0,0
0,3,0,-0.10463740114712752,0,0,-0.4863374216869257,0,0,1,0,1,0,0,0
1,1,1,-0.48888661775358344,3,2,4.647001076532463,5,0,1,1,0,0,0,0
0,3,0,-0.41203677443229225,0,0,-0.4863374216869257,0,0,1,0,1,0,0,0
0,3,0,-0.027787557825836348,0,0,-0.4863374216869257,0,0,1,0,1,0,0,0
0,3,0,-0.719436147717457,0,0,-0.4902797934380587,0,0,1,0,1,0,0,0
0,1,0,1.2786597786361138,1,0,0.5833178351003071,1,0,1,0,1,0,0,0
0,3,0,-0.2583370877897099,1,2,-0.23415046467497105,3,0,1,0,1,0,0,0
0,3,0,2.277707741812899,0,0,-0.5024451714361923,0,0,1,0,1,0,0,0
0,3,0,-0.10463740114712752,0,0,-0.4863374216869257,0,0,1,0,1,0,0,0
0,1,0,3.1999058616683933,0,0,0.0493298231623713,0,0,0,0,1,0,0,0
1,1,0,-0.48888661775358344,0,1,0.6272778976347743,1,0,0,0,1,0,0,0
1,2,1,0.35646165878061953,0,1,-0.18532384824750675,1,0,1,0,0,1,0,0
0,2,0,0.35646165878061953,1,0,-0.12491978668775715,1,0,1,0,1,0,0,0
0,3,1,-0.10463740114712752,0,0,-0.4894421904510968,0,0,1,1,0,0,0,0
0,3,0,-0.10463740114712752,0,0,-0.4894421904510968,0,0,1,0,1,0,0,0
0,1,0,-0.6425863043961658,0,1,0.907737982394129,1,0,1,0,1,0,0,0
0,3,0,0.27961181545932834,0,0,-0.4741720436887921,0,0,1,0,1,0,0,0
0,3,0,0.5870111887444931,2,0,-0.4888542575852486,2,0,1,0,1,0,0,0
0,3,0,-0.10463740114712752,0,0,-0.4894421904510968,0,0,1,0,1,0,0,0
1,3,1,-0.6425863043961658,0,0,-0.494391296561559,0,0,1,1,0,0,0,0
1,3,0,-0.10463740114712752,0,0,-0.4918744606632361,0,0,1,0,1,0,0,0
0,3,0,0.6638610320657843,0,0,-0.4894421904510968,0,0,1,0,1,0,0,0
1,3,1,-0.10463740114712752,1,0,-0.1621689579829361,1,1,0,1,0,0,0,0
0,1,0,1.3555096219574048,0,0,0.39858208016340624,0,0,1,0,1,0,0,0
0,3,1,-1.1421102859845584,1,0,-0.3573908580066095,1,0,0,1,0,0,0,0
0,3,0,-0.5657364610748746,0,0,-0.4863374216869257,0,0,1,0,1,0,0,0
0,3,1,-0.719436147717457,1,0,-0.4505983519307405,1,0,1,1,0,0,0,0
0,3,1,-0.9499856776813305,0,0,-0.3573083057891445,0,0,0,1,0,0,0,0
0,3,0,-0.6425863043961658,0,0,-0.4888542575852486,0,0,1,0,1,0,0,0
0,3,0,3.1614809400077477,0,0,-0.49237782784290063,0,1,0,0,1,0,0,0
0,2,0,-0.027787557825836348,1,0,-0.22559322262067316,1,0,1,0,1,0,0,0
0,1,0,-0.41203677443229225,0,1,4.335332226633905,1,0,0,0,1,0,0,0
0,3,1,-2.1027333275006983,4,2,-0.01870931177853076,6,0,1,1,0,0,0,0
0,2,0,-0.6425863043961658,2,0,0.8314778546749452,2,0,1,0,1,0,0,0
0,3,0,-0.10463740114712752,0,0,-0.4863374216869257,0,0,1,0,1,0,0,0
0,2,0,0.24118689379868277,1,0,-0.04295550208861426,1,0,0,0,1,0,0,0
1,2,1,0.24118689379868277,0,0,-0.3866707201133388,0,0,1,1,0,0,0,0
0,1,0,1.893458525206443,0,1,0.907737982394129,1,0,1,0,1,0,0,0
1,3,0,-1.3342348942877864,1,0,-0.42207354059350805,1,0,0,0,0,0,0,0
0,3,0,-0.10463740114712752,0,0,-0.49237782784290063,0,1,0,0,1,0,0,0
1,3,0,-0.41203677443229225,0,0,-0.5046257580584992,0,0,1,0,1,0,0,0
1,3,1,-0.10463740114712752,1,1,-0.19824427701513722,2,0,0,1,0,0,0,0
0,3,0,1.2018099353148226,0,0,-0.5079822104125026,0,0,1,0,1,0,0,0
0,3,0,0.27961181545932834,0,0,-0.4894421904510968,0,0,0,0,1,0,0,0
0,3,0,-0.719436147717457,0,0,-0.5064721088735089,0,0,1,0,1,0,0,0
0,3,1,1.3555096219574048,1,0,-0.35646868933346404,1,0,1,0,0,1,0,0
1,2,1,-0.027787557825836348,1,0,-0.12491978668775715,1,0,1,0,0,1,0,0
0,2,0,-0.33518693111100106,0,0,-0.3866707201133388,0,0,1,0,1,0,0,0
0,2,0,-0.48888661775358344,0,0,-0.3454791770670269,0,0,0,0,1,0,0,0
1,1,1,-0.7962859910387481,0,2,-0.11921562980779811,2,0,1,1,0,0,0,0
0,1,0,0.5870111887444931,1,0,0.4207302360686478,1,0,1,0,1,0,0,0
0,3,0,-1.0268355210026217,0,0,-0.4628462821463391,0,0,1,0,1,0,0,0
0,1,0,-0.41203677443229225,0,0,0.9462455716384695,0,0,0,0,1,0,0,0
0,3,1,-0.10463740114712752,0,2,-0.3414522396297103,2,0,0,0,0,1,0,0
1,3,1,-0.5657364610748746,0,0,-0.49237782784290063,0,0,1,1,0,0,0,0
1,3,1,-0.41203677443229225,1,0,-0.32928686163157667,1,0,1,0,0,1,0,0
0,3,0,-0.7962859910387481,0,0,-0.5125125150294839,0,1,0,0,1,0,0,0
0,2,0,-0.8731358343600393,0,0,-0.41687275089321363,0,0,1,0,1,0,0,0
0,2,0,-0.7962859910387481,1,1,0.09152810056801232,2,0,1,0,1,0,0,0
1,3,0,-0.1814872444684187,0,0,-0.49145565916975514,0,0,1,0,1,0,0,0
0,3,1,-1.56478442425166,2,2,0.04370821849987721,4,0,1,1,0,0,0,0
0,2,0,0.5485862670838475,0,2,-0.12491978668775715,2,0,1,0,1,0,0,0
0,2,0,0.9712604053509489,0,0,-0.3866707201133388,0,0,1,0,0,0,1,0
0,2,0,1.6629089952425695,0,0,-0.39623469652696586,0,0,1,0,0,0,1,0
1,1,1,-0.5657364610748746,1,0,0.6925485130875209,1,0,1,0,0,1,0,0
0,3,0,2.00873329018838,0,0,-0.4863374216869257,0,0,1,0,1,0,0,0
0,3,0,0.8559856403690123,0,2,-0.35646868933346404,2,0,1,0,1,0,0,0
0,3,0,-0.10463740114712752,0,0,-0.5011867534870308,0,0,1,0,1,0,0,0
0,1,0,1.6629089952425695,0,1,0.5874293382238074,1,0,0,0,1,0,0,0
1,3,1,-1.0268355210026217,0,0,-0.49271407711891657,0,1,0,1,0,0,0,0
0,3,0,0.04906228549545483,0,0,-0.4863374216869257,0,0,1,0,1,0,0,0
0,3,0,-0.10463740114712752,0,0,-0.47400492578514347,0,0,1,0,1,0,0,0
0,3,0,-0.10463740114712752,8,2,0.7519458402879414,10,0,1,0,0,0,0,0
0,3,0,1.1249600919935314,0,1,-0.32425318983493084,1,0,1,0,1,0,0,0
1,2,1,0.8175607187083667,0,0,-0.331300330350235,0,0,1,0,0,1,0,0
0,3,0,-0.2583370877897099,0,0,-0.4918744606632361,0,0,1,0,1,0,0,0
0,3,0,-0.9499856776813305,0,0,-0.47400492578514347,0,0,1,0,1,0,0,0
0,3,0,-2.1795831708219895,4,1,0.1506737441786005,5,0,1,0,0,0,0,0
1,3,0,-1.56478442425166,0,2,-0.2351571990343002,2,0,1,0,0,0,0,0
1,1,1,-0.10463740114712752,0,1,0.4589861417231558,1,0,1,0,0,1,0,0
0,3,1,1.2018099353148226,1,4,-0.08666388103324908,5,0,1,0,0,1,0,0
0,1,0,-0.10463740114712752,0,0,-0.12642988822675086,0,0,1,0,1,0,0,0
0,3,0,-0.10463740114712752,0,0,0.48910360681684706,0,0,1,0,1,0,0,0
0,1,0,2.4314074284554814,0,0,0.026090367211616904,0,0,1,0,1,0,0,0
0,3,0,-1.949033640858116,4,1,-0.06199888922968463,5,1,0,0,0,0,0,0
1,3,1,-2.1795831708219895,1,1,-0.4242561406845337,2,0,1,1,0,0,0,0
0,3,0,-0.6425863043961658,0,0,-0.4888542575852486,0,0,1,0,1,0,0,0
0,1,0,2.0471582118490255,0,0,-0.030371322596999754,0,0,0,0,1,0,0,0
0,3,0,-0.8731358343600393,1,1,-0.4902797934380587,2,0,1,0,1,0,0,0
0,3,0,-0.10463740114712752,3,1,-0.13565761536436197,4,0,1,0,0,0,0,0
0,1,1,1.5860591519212783,0,0,-0.07030444769415023,0,0,0,1,0,0,0,0
0,2,0,0.04906228549545483,0,0,-0.3866707201133388,0,0,1,0,1,0,0,0
0,3,0,0.5101613454232019,0,0,-0.6484216535389205,0,0,1,0,1,0,0,0
0,3,1,-0.10463740114712752,8,2,0.7519458402879414,10,0,1,1,0,0,0,0
0,2,0,-0.10463740114712752,0,0,-0.34539461138084326,0,0,0,0,1,0,0,0
0,3,0,-1.56478442425166,4,2,-0.016444159470040135,6,0,1,0,0,0,0,0
1,2,0,-2.1795831708219895,2,1,0.13683114673782454,3,0,1,0,0,0,0,0
1,3,1,-1.949033640858116,0,2,-0.20495516825442542,2,0,1,1,0,0,0,0
0,1,0,-0.10463740114712752,0,0,0.3583127057902398,0,0,1,0,1,0,0,0
1,3,1,-0.10463740114712752,1,0,-0.3363340021468808,1,1,0,0,0,1,0,0
1,1,0,1.2018099353148226,0,0,-0.11384570873513637,0,0,1,0,1,0,0,0
0,3,0,0.8175607187083667,1,1,-0.3363340021468808,2,1,0,0,1,0,0,0
0,3,0,0.5101613454232019,0,0,-0.4894421904510968,0,0,1,0,1,0,0,0
1,2,1,0.20276197213803718,0,0,-0.3866707201133388,0,0,1,0,0,1,0,0
0,2,0,-0.7962859910387481,0,0,-0.3866707201133388,0,0,1,0,1,0,0,0
1,3,1,-0.7962859910387481,1,0,-0.4902797934380587,1,0,1,1,0,0,0,0
1,2,0,-2.025883484179407,1,1,-0.12491978668775715,2,0,1,0,0,0,0,0
1,1,1,1.1249600919935314,0,0,-0.09027201697708476,0,0,0,0,0,1,0,0
1,1,1,2.200857898491608,0,0,2.301728820789,0,0,0,1,0,0,0,0
0,3,0,-0.10463740114712752,0,0,-0.49237782784290063,0,1,0,0,1,0,0,0
0,3,0,0.9712604053509489,0,1,-0.47920571548543794,1,0,1,0,1,0,0,0
1,3,1,-0.10463740114712752,0,0,-0.49237782784290063,0,1,0,1,0,0,0,0
0,2,1,-0.41203677443229225,0,0,-0.3866707201133388,0,0,1,1,0,0,0,0
0,3,0,-0.10463740114712752,0,0,-0.45714212526638004,0,0,1,0,1,0,0,0
0,3,0,-0.10463740114712752,8,2,0.7519458402879414,10,0,1,0,1,0,0,0
0,3,0,0.35646165878061953,0,0,-0.5176307525123133,0,0,1,0,1,0,0,0
0,3,0,1.2402348569754682,0,0,-0.5029485386158568,0,0,0,0,1,0,0,0
1,3,0,-0.8731358343600393,0,0,-0.4863374216869257,0,0,1,0,1,0,0,0
0,3,1,-2.1027333275006983,0,1,-0.43776248884929375,1,0,1,1,0,0,0,0
0,3,0,0.20276197213803718,1,0,-0.32928686163157667,1,0,1,0,1,0,0,0
1,3,0,-0.2583370877897099,0,0,-0.2701412180209885,0,0,0,0,1,0,0,0
1,3,1,-1.0268355210026217,0,0,-0.49237782784290063,0,1,0,1,0,0,0,0
1,1,0,0.8175607187083667,0,0,-0.024246350754841113,0,0,0,0,1,0,0,0
0,3,0,-0.41203677443229225,0,0,-0.5064721088735089,0,0,1,0,1,0,0,0
1,2,1,0.4333115021019107,0,0,-0.22559322262067316,0,0,1,1,0,0,0,0
0,3,0,-0.5657364610748746,0,0,-0.5024451714361923,0,0,1,0,1,0,0,0
0,2,0,0.04906228549545483,0,0,-0.3866707201133388,0,0,1,0,1,0,0,0
0,3,0,-0.10463740114712752,1,0,-0.49237782784290063,1,1,0,0,1,0,0,0
1,1,1,0.12591212881674602,1,0,1.6323350375212924,1,0,0,1,0,0,0,0
1,3,1,-0.1814872444684187,0,0,-0.4888542575852486,0,0,1,1,0,0,0,0
0,2,0,0.9712604053509489,1,0,-0.10478509950117394,1,0,1,0,1,0,0,0
1,1,1,0.20276197213803718,0,0,0.8876878608937296,0,0,0,1,0,0,0,0
0,2,0,0.04906228549545483,0,0,-0.43700743807979686,0,0,1,0,1,0,0,0
1,3,0,-1.0268355210026217,0,0,-0.4863374216869257,0,0,1,0,1,0,0,0
